accession	go_term	branch	confidence	arm	outcome	source
Q9SQR1	GO:0042973	molecular_function	0.3000	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SR33	GO:0005515	molecular_function	0.8860	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SR33	GO:0032934	molecular_function	0.8860	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SR33	GO:0015485	molecular_function	0.3590	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SRI1	GO:0042802	molecular_function	0.5350	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SRI1	GO:0005198	molecular_function	0.4930	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SRI1	GO:0003682	molecular_function	0.4710	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SRI2	GO:0080054	molecular_function	0.3610	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SRI2	GO:0015334	molecular_function	0.3010	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SRI2	GO:0042937	molecular_function	0.3010	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SRL2	GO:0005515	molecular_function	0.4770	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SRL2	GO:0015026	molecular_function	0.4770	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SRL2	GO:0042802	molecular_function	0.4290	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SRL7	GO:0005515	molecular_function	0.4680	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SRL7	GO:0042802	molecular_function	0.4520	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SRL7	GO:0033612	molecular_function	0.4290	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SS03	GO:0042349	molecular_function	0.6793	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SS03	GO:0042803	molecular_function	0.6633	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SS03	GO:0046423	molecular_function	0.4426	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SS38	GO:0034335	molecular_function	0.8690	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SS39	GO:0005515	molecular_function	0.6340	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SS39	GO:0009922	molecular_function	0.6340	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SS81	GO:0003729	molecular_function	0.3000	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SSJ0	GO:0003725	molecular_function	0.4450	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SSJ0	GO:0008143	molecular_function	0.4450	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SSJ0	GO:0019901	molecular_function	0.4450	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SSM9	GO:0000976	molecular_function	0.4210	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SSM9	GO:0005515	molecular_function	0.4210	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SSR8	GO:0000166	molecular_function	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SSR8	GO:0038023	molecular_function	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SSR8	GO:0042802	molecular_function	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SST2	GO:0003729	molecular_function	0.3280	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SST2	GO:0005515	molecular_function	0.3180	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SST2	GO:1990837	molecular_function	0.3180	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9STJ6	GO:0005515	molecular_function	0.3010	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9STL4	GO:0004197	molecular_function	0.6630	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9STL4	GO:0005515	molecular_function	0.5590	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9STL4	GO:0016807	molecular_function	0.4300	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9STQ3	GO:0005515	molecular_function	0.7330	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SU26	GO:0030621	molecular_function	0.7730	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SU26	GO:0030622	molecular_function	0.7730	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SU26	GO:0034511	molecular_function	0.7730	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SU71	GO:0042803	molecular_function	0.7290	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SUF1	GO:0015186	molecular_function	0.5050	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SUF1	GO:0005515	molecular_function	0.4800	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SUF1	GO:0034639	molecular_function	0.4800	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SUM2	GO:0003723	molecular_function	0.7720	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SUM2	GO:0005515	molecular_function	0.7720	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SUM2	GO:0008266	molecular_function	0.5810	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SUS3	GO:0035615	molecular_function	0.5840	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SUS3	GO:0019901	molecular_function	0.5710	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SUS3	GO:0005048	molecular_function	0.5690	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SUT0	GO:0008233	molecular_function	0.8840	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SUT0	GO:0005515	molecular_function	0.5620	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SUT0	GO:0008234	molecular_function	0.5520	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SV36	GO:0005523	molecular_function	0.3930	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SV36	GO:0008017	molecular_function	0.3930	SS	supported	GOA-timesplit-2023-07-12
Q9SV36	GO:0008574	molecular_function	0.3930	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SVI0	GO:0004672	molecular_function	0.3000	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SVI0	GO:0005515	molecular_function	0.3000	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SVN2	GO:0005515	molecular_function	0.4460	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SVN2	GO:0019901	molecular_function	0.4000	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SVN2	GO:0004672	molecular_function	0.3810	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SW60	GO:0005515	molecular_function	0.5250	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SW60	GO:0140376	molecular_function	0.3950	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SW97	GO:0005262	molecular_function	0.7590	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SW97	GO:0005515	molecular_function	0.7590	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SW97	GO:0008066	molecular_function	0.7590	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SX53	GO:0005515	molecular_function	0.7189	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SX53	GO:0008236	molecular_function	0.7185	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SX53	GO:0106435	molecular_function	0.7141	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SX93	GO:0005345	molecular_function	0.4590	SS	supported	GOA-timesplit-2023-07-12
Q9SXB0	GO:0005515	molecular_function	0.6160	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SXB0	GO:0043495	molecular_function	0.6160	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SXB0	GO:0005484	molecular_function	0.3410	SS	supported	GOA-timesplit-2023-07-12
Q9SY22	GO:0005178	molecular_function	0.4590	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SY22	GO:0005518	molecular_function	0.4590	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SY22	GO:0042802	molecular_function	0.4590	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SY95	GO:0004674	molecular_function	0.6340	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SY95	GO:0004713	molecular_function	0.6340	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SY95	GO:0031625	molecular_function	0.6340	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SYD0	GO:0005515	molecular_function	0.4390	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SYI0	GO:0003729	molecular_function	0.4660	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SYI0	GO:0003724	molecular_function	0.4579	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SYI0	GO:0005524	molecular_function	0.4579	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SZ74	GO:0005515	molecular_function	0.6040	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SZ74	GO:0038024	molecular_function	0.3490	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SZL4	GO:0005515	molecular_function	0.5310	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SZL4	GO:0061630	molecular_function	0.5310	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SZL4	GO:0003677	molecular_function	0.4410	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SZM3	GO:0005515	molecular_function	0.8770	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SZM3	GO:0009931	molecular_function	0.8770	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SZM3	GO:0005509	molecular_function	0.7150	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SZN1	GO:0051015	molecular_function	0.9580	SS	supported	GOA-timesplit-2023-07-12
Q9SZN1	GO:0046961	molecular_function	0.7990	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SZY7	GO:0005515	molecular_function	0.9770	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SZY7	GO:0008553	molecular_function	0.5730	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9SZY7	GO:0046961	molecular_function	0.5730	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9T002	GO:0017096	molecular_function	0.7790	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9T002	GO:0005515	molecular_function	0.4320	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9T002	GO:0030755	molecular_function	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9T042	GO:0003723	molecular_function	0.4660	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9T042	GO:0005515	molecular_function	0.4660	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9T042	GO:0015035	molecular_function	0.4660	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9T090	GO:0005515	molecular_function	0.4670	SS	supported	GOA-timesplit-2023-07-12
Q9T090	GO:0140567	molecular_function	0.4670	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9T090	GO:0016887	molecular_function	0.4540	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9T0G9	GO:0000976	molecular_function	0.6950	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9T0G9	GO:0000978	molecular_function	0.6570	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9T0G9	GO:0005516	molecular_function	0.6570	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9UBK7	GO:0005515	molecular_function	0.9860	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9UBK7	GO:0005525	molecular_function	0.8320	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9UBK7	GO:0003924	molecular_function	0.3760	SS	supported	GOA-timesplit-2023-07-12
Q9UI42	GO:0004181	molecular_function	0.6310	SS	supported	GOA-timesplit-2023-07-12
Q9UI42	GO:0008270	molecular_function	0.6310	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9UI42	GO:0005515	molecular_function	0.5430	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9UKR8	GO:0005515	molecular_function	0.7157	SS	supported	GOA-timesplit-2023-07-12
Q9UKR8	GO:0005178	molecular_function	0.6959	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9UKR8	GO:0003823	molecular_function	0.6697	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9UN71	GO:0003723	molecular_function	0.5290	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9UN71	GO:0005515	molecular_function	0.5190	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9UN71	GO:0005509	molecular_function	0.4310	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V3F8	GO:0004735	molecular_function	0.4070	SS	supported	GOA-timesplit-2023-07-12
Q9V3F8	GO:0042802	molecular_function	0.3980	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V3P2	GO:0003723	molecular_function	0.4410	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V3P2	GO:0005515	molecular_function	0.3930	SS	supported	GOA-timesplit-2023-07-12
Q9V3Y4	GO:0005515	molecular_function	0.3890	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V3Y4	GO:0032977	molecular_function	0.3820	SS	supported	GOA-timesplit-2023-07-12
Q9V3Y4	GO:0051724	molecular_function	0.3080	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V470	GO:0005515	molecular_function	0.5920	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V470	GO:0005507	molecular_function	0.5190	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V470	GO:0005524	molecular_function	0.5190	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V498	GO:0086083	molecular_function	0.3460	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V498	GO:0005509	molecular_function	0.3360	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V498	GO:0042802	molecular_function	0.3360	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V4A0	GO:0015277	molecular_function	0.4600	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V4A0	GO:0005234	molecular_function	0.4500	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V4A0	GO:0005515	molecular_function	0.4500	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V5P6	GO:0003723	molecular_function	0.7090	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V5P6	GO:0005515	molecular_function	0.6660	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V5P6	GO:0034513	molecular_function	0.6660	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V6U9	GO:0019166	molecular_function	0.4820	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V6U9	GO:0005507	molecular_function	0.4410	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V6U9	GO:0005524	molecular_function	0.4410	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V784	GO:0005515	molecular_function	0.7630	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V784	GO:0008320	molecular_function	0.6685	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V784	GO:0015267	molecular_function	0.4586	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V9M8	GO:0005515	molecular_function	0.4430	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V9M8	GO:0051539	molecular_function	0.4430	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V9M8	GO:0042803	molecular_function	0.4150	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V9T5	GO:0004485	molecular_function	0.5530	SS	supported	GOA-timesplit-2023-07-12
Q9V9T5	GO:0005515	molecular_function	0.5530	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V9T5	GO:0050897	molecular_function	0.4580	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V9X4	GO:0042802	molecular_function	0.5920	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V9X4	GO:0046523	molecular_function	0.5920	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V9X4	GO:0003743	molecular_function	0.3410	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V9Z0	GO:0004479	molecular_function	0.3650	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V9Z9	GO:0003723	molecular_function	0.4430	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9V9Z9	GO:0005515	molecular_function	0.4430	SS	supported	GOA-timesplit-2023-07-12
Q9V9Z9	GO:0003924	molecular_function	0.3830	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VA53	GO:0004857	molecular_function	0.6250	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VA53	GO:0042802	molecular_function	0.6250	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VA53	GO:0004749	molecular_function	0.4150	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VAA6	GO:0005515	molecular_function	0.5860	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VAA6	GO:0015035	molecular_function	0.5350	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VAA9	GO:0003677	molecular_function	0.4230	SS	supported	GOA-timesplit-2023-07-12
Q9VAA9	GO:0031491	molecular_function	0.4230	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VAA9	GO:0042393	molecular_function	0.4230	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VAI0	GO:0042802	molecular_function	0.4720	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VAI0	GO:0004343	molecular_function	0.4610	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VAV2	GO:0003723	molecular_function	0.4950	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VAV2	GO:0000049	molecular_function	0.3630	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VAV2	GO:0003743	molecular_function	0.3630	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VAV6	GO:0003713	molecular_function	0.4350	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VAV6	GO:0019899	molecular_function	0.4350	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VAV6	GO:0043995	molecular_function	0.4350	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VBH7	GO:0005515	molecular_function	0.4640	SS	supported	GOA-timesplit-2023-07-12
Q9VBH7	GO:0061953	molecular_function	0.4640	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VCE0	GO:0004609	molecular_function	0.4610	SS	supported	GOA-timesplit-2023-07-12
Q9VCH9	GO:0030544	molecular_function	0.5240	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VCH9	GO:0003723	molecular_function	0.3840	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VCH9	GO:0038023	molecular_function	0.3840	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VCI5	GO:0008177	molecular_function	0.3690	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VCI5	GO:0005515	molecular_function	0.3510	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VCI5	GO:0009055	molecular_function	0.3510	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VCK6	GO:0004793	molecular_function	0.4580	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VCK6	GO:0008732	molecular_function	0.3740	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VCR7	GO:0015184	molecular_function	0.4930	SS	supported	GOA-timesplit-2023-07-12
Q9VCR7	GO:0015295	molecular_function	0.4930	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VCX4	GO:0003924	molecular_function	0.4250	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VCX4	GO:0005515	molecular_function	0.4250	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VCX4	GO:0003729	molecular_function	0.3520	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VD14	GO:0003723	molecular_function	0.4395	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VD14	GO:0005515	molecular_function	0.4395	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VD14	GO:0019843	molecular_function	0.3879	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VDE8	GO:0005515	molecular_function	0.4670	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VDE8	GO:0004722	molecular_function	0.3348	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VDE8	GO:0005085	molecular_function	0.3015	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VDG5	GO:0005432	molecular_function	0.4880	SS	supported	GOA-timesplit-2023-07-12
Q9VDG5	GO:0005516	molecular_function	0.4740	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VDG5	GO:0030506	molecular_function	0.4740	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VDL0	GO:0003723	molecular_function	0.3790	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VDL0	GO:0005515	molecular_function	0.3790	SS	supported	GOA-timesplit-2023-07-12
Q9VDM7	GO:0016702	molecular_function	0.3610	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VDM7	GO:0050353	molecular_function	0.3560	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VDT1	GO:0003995	molecular_function	0.7300	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VDT1	GO:0070991	molecular_function	0.3970	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VDT1	GO:0008470	molecular_function	0.3940	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VE24	GO:0005515	molecular_function	0.5420	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VE24	GO:0016250	molecular_function	0.5420	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VE73	GO:0005515	molecular_function	0.5080	SS	supported	GOA-timesplit-2023-07-12
Q9VE73	GO:0005078	molecular_function	0.3420	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VE73	GO:0003743	molecular_function	0.3030	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VEC8	GO:0002020	molecular_function	0.3880	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VEC8	GO:0003729	molecular_function	0.3880	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VEC8	GO:0003735	molecular_function	0.3800	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VEQ1	GO:0005515	molecular_function	0.9960	SS	supported	GOA-timesplit-2023-07-12
Q9VEQ1	GO:0032977	molecular_function	0.4780	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VES4	GO:0005515	molecular_function	0.4341	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VEV3	GO:0005515	molecular_function	0.5380	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VEV3	GO:0008320	molecular_function	0.4380	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VEV3	GO:0060090	molecular_function	0.4380	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VEW5	GO:0005534	molecular_function	0.5918	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VEW5	GO:0048030	molecular_function	0.5918	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VEW5	GO:0003723	molecular_function	0.5861	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VF28	GO:0005200	molecular_function	0.5950	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VF28	GO:0051015	molecular_function	0.5950	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VF45	GO:0005515	molecular_function	0.3540	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VF45	GO:0015116	molecular_function	0.3540	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VF45	GO:0005254	molecular_function	0.3490	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VFY6	GO:0005515	molecular_function	0.6380	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VG33	GO:0050337	molecular_function	0.4360	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VG33	GO:0004792	molecular_function	0.4160	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VGT0	GO:0050403	molecular_function	0.4090	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VGT0	GO:0050502	molecular_function	0.4090	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VGT0	GO:0005515	molecular_function	0.4030	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VGV8	GO:0045296	molecular_function	0.5300	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VGV8	GO:0048487	molecular_function	0.3460	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VGV8	GO:0004859	molecular_function	0.3330	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VH39	GO:0005515	molecular_function	0.3400	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VH78	GO:0000030	molecular_function	0.5160	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VH78	GO:0000009	molecular_function	0.3200	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VHA1	GO:0004766	molecular_function	0.5540	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VHA1	GO:0042803	molecular_function	0.5540	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VHA1	GO:0016768	molecular_function	0.4580	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VHB8	GO:0003863	molecular_function	0.5970	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VHB8	GO:0005515	molecular_function	0.5970	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VHB8	GO:0016831	molecular_function	0.5970	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VHJ2	GO:0005515	molecular_function	0.6810	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VHJ2	GO:0032266	molecular_function	0.6810	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VHJ2	GO:0062078	molecular_function	0.6810	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VHN8	GO:0052901	molecular_function	0.3440	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VI53	GO:0031699	molecular_function	0.3040	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VI65	GO:0005096	molecular_function	0.4390	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VI65	GO:0005515	molecular_function	0.3230	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VIT5	GO:0020037	molecular_function	0.7049	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VIT5	GO:0140571	molecular_function	0.7030	SS	supported	GOA-timesplit-2023-07-12
Q9VIT5	GO:0005515	molecular_function	0.7004	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VIU5	GO:0005515	molecular_function	0.7127	SS	supported	GOA-timesplit-2023-07-12
Q9VIU5	GO:0042802	molecular_function	0.5559	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VIU5	GO:0004037	molecular_function	0.4616	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJ10	GO:0005515	molecular_function	0.3790	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJ10	GO:0008115	molecular_function	0.3790	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJ10	GO:0050031	molecular_function	0.3790	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJ28	GO:0047545	molecular_function	0.5560	SS	supported	GOA-timesplit-2023-07-12
Q9VJ28	GO:0003973	molecular_function	0.3030	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJ28	GO:0071949	molecular_function	0.3030	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJ31	GO:0008898	molecular_function	0.7620	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJ31	GO:0008270	molecular_function	0.6587	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJ31	GO:0047150	molecular_function	0.6582	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJG5	GO:0001537	molecular_function	0.4190	SS	unconfirmed	GOA-timesplit-2023-07-12
Q9VJG5	GO:0005515	molecular_function	0.4190	SS	unconfirmed	GOA-timesplit-2023-07-12
