accession	branch	go_term	score	tier	streams	structure_only
A0A1W2P7S8	molecular_function	GO:0003677	0.4524	MEDIUM	dom	0
A0A1W2P7S8	molecular_function	GO:0043565	0.4048	LOW	dom	0
A0A1W2P7S8	molecular_function	GO:0003690	0.3333	LOW	dom	0
A0A1W2P7Z8	molecular_function	GO:0005515	0.8000	HIGH	dom	0
A0A1W2P7Z8	molecular_function	GO:0003676	0.4762	MEDIUM	dom	0
A0A1W2P7Z8	molecular_function	GO:0003677	0.4524	MEDIUM	dom	0
A0A1W2P7Z8	molecular_function	GO:0043565	0.4048	LOW	dom	0
A0A1W2P7Z8	molecular_function	GO:0003690	0.3333	LOW	dom	0
A0A1W2PP81	molecular_function	GO:0046982	1.0000	HIGH	dom	0
A0A1W2PP81	molecular_function	GO:0016251	0.4000	LOW	dom	0
A0A1W2PPE2	molecular_function	GO:0046982	1.0000	HIGH	dom	0
A0A1W2PPE2	molecular_function	GO:0016251	0.7432	HIGH	seq+struct+dom	0
A0A1W2PPE2	molecular_function	GO:0003713	0.6576	MEDIUM	seq+struct+dom	0
A0A1W2PPE2	molecular_function	GO:0017025	0.6576	MEDIUM	seq+struct+dom	0
A0A1W2PPE2	molecular_function	GO:0042809	0.6576	MEDIUM	seq+struct+dom	0
A0A1W2PPG7	molecular_function	GO:0031681	1.0000	HIGH	dom	0
A0A1W2PPL8	molecular_function	GO:0046982	1.0000	HIGH	dom	0
A0A1W2PPL8	molecular_function	GO:0016251	0.7372	HIGH	seq+struct+dom	0
A0A1W2PPL8	molecular_function	GO:0003713	0.6496	MEDIUM	seq+struct+dom	0
A0A1W2PPL8	molecular_function	GO:0017025	0.6496	MEDIUM	seq+struct+dom	0
A0A1W2PPL8	molecular_function	GO:0042809	0.6496	MEDIUM	seq+struct+dom	0
A0A1W2PQ64	molecular_function	GO:0004721	1.0000	HIGH	seq+struct+dom	0
A0A1W2PQ64	molecular_function	GO:0005515	0.8000	HIGH	dom	0
A0A1W2PQ64	molecular_function	GO:0008420	0.7968	HIGH	seq+struct+dom	0
A0A1W2PQ64	molecular_function	GO:0004725	0.6667	MEDIUM	dom	0
A0A1W2PQF6	molecular_function	GO:0005488	0.8542	HIGH	dom	0
A0A1W2PQF6	molecular_function	GO:0005515	0.8229	HIGH	dom	0
A0A1W2PQF6	molecular_function	GO:0038023	0.3646	LOW	dom	0
A0A1W2PQF6	molecular_function	GO:0004888	0.3021	LOW	dom	0
A0A1W2PQJ5	molecular_function	GO:0004721	1.0000	HIGH	dom	0
A0A1W2PQJ5	molecular_function	GO:0005515	0.8000	HIGH	dom	0
A0A1W2PQJ5	molecular_function	GO:0004725	0.6667	MEDIUM	dom	0
A0A1W2PQJ5	molecular_function	GO:0008420	0.6000	MEDIUM	dom	0
A0A1W2PR75	molecular_function	GO:0004721	1.0000	HIGH	seq+struct+dom	0
A0A1W2PR75	molecular_function	GO:0008420	0.8008	HIGH	seq+struct+dom	0
A0A1W2PR75	molecular_function	GO:0005515	0.8000	HIGH	dom	0
A0A1W2PR75	molecular_function	GO:0004725	0.6667	MEDIUM	dom	0
A0A1W2PR95	molecular_function	GO:0005515	0.8580	HIGH	seq+struct+dom	0
A0A1W2PR95	molecular_function	GO:0019888	0.8580	HIGH	seq+struct+dom	0
A0A1W2PRG0	molecular_function	GO:0004364	0.9320	HIGH	seq+struct+dom	0
A0A1W2PRG0	molecular_function	GO:0005488	0.7337	HIGH	seq+struct+dom	0
A0A1W2PRG0	molecular_function	GO:0005515	0.7035	HIGH	seq+struct+dom	0
A0A1W2PRG0	molecular_function	GO:0016491	0.4960	MEDIUM	seq+struct+dom	0
A0A1W2PRG0	molecular_function	GO:0016209	0.3942	LOW	seq+struct+dom	0
A0A1W2PRV1	molecular_function	GO:0046982	1.0000	HIGH	dom	0
A0A1W2PRV1	molecular_function	GO:0016251	0.4000	LOW	dom	0
A0A1Y7VJE9	molecular_function	GO:0003723	1.0000	HIGH	dom	0
A0A1Y7VJE9	molecular_function	GO:0003743	1.0000	HIGH	dom	0
A0A1Y7VJE9	molecular_function	GO:0005515	0.6250	MEDIUM	dom	0
A0A1Y7VJE9	molecular_function	GO:0003729	0.3000	LOW	dom	0
A0A1Y7VKT9	molecular_function	GO:0005515	1.0000	HIGH	dom	0
A0A1Y7VMD6	molecular_function	GO:0005515	1.0000	HIGH	dom	0
A0A286YCU8	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A286YCU8	molecular_function	GO:0004984	1.0000	HIGH	dom	0
A0A286YCU8	molecular_function	GO:0005488	0.5015	MEDIUM	dom	0
A0A286YCU8	molecular_function	GO:0005515	0.4537	MEDIUM	dom	0
A0A286YDY8	molecular_function	GO:0004252	1.0000	HIGH	dom	0
A0A286YDY8	molecular_function	GO:0005488	0.3201	LOW	dom	0
A0A286YDY8	molecular_function	GO:0005515	0.3069	LOW	dom	0
A0A286YE47	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A286YE47	molecular_function	GO:0004984	1.0000	HIGH	dom	0
A0A286YE47	molecular_function	GO:0005488	0.5015	MEDIUM	dom	0
A0A286YE47	molecular_function	GO:0005515	0.4537	MEDIUM	dom	0
A0A2I3BPG7	molecular_function	GO:0016503	1.0000	HIGH	dom	0
A0A2I3BPG7	molecular_function	GO:0005488	0.4842	MEDIUM	dom	0
A0A2I3BPG7	molecular_function	GO:0005515	0.4384	LOW	dom	0
A0A2I3BPT4	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A2I3BPT4	molecular_function	GO:0004984	1.0000	HIGH	dom	0
A0A2I3BPT4	molecular_function	GO:0005488	0.5015	MEDIUM	dom	0
A0A2I3BPT4	molecular_function	GO:0005515	0.4537	MEDIUM	dom	0
A0A2I3BPT7	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A2I3BPT7	molecular_function	GO:0004984	1.0000	HIGH	dom	0
A0A2I3BPT7	molecular_function	GO:0005488	0.5015	MEDIUM	dom	0
A0A2I3BPT7	molecular_function	GO:0005515	0.4537	MEDIUM	dom	0
A0A2I3BPX0	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A2I3BPX0	molecular_function	GO:0004984	1.0000	HIGH	dom	0
A0A2I3BPX0	molecular_function	GO:0005488	0.5015	MEDIUM	dom	0
A0A2I3BPX0	molecular_function	GO:0005515	0.4537	MEDIUM	dom	0
A0A2I3BQ22	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A2I3BQ22	molecular_function	GO:0004984	1.0000	HIGH	dom	0
A0A2I3BQ22	molecular_function	GO:0005488	0.5015	MEDIUM	dom	0
A0A2I3BQ22	molecular_function	GO:0005515	0.4537	MEDIUM	dom	0
A0A2I3BQR4	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A2I3BQR4	molecular_function	GO:0004984	1.0000	HIGH	dom	0
A0A2I3BQR4	molecular_function	GO:0005488	0.5015	MEDIUM	dom	0
A0A2I3BQR4	molecular_function	GO:0005515	0.4537	MEDIUM	dom	0
A0A2I3BR64	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A2I3BR64	molecular_function	GO:0004984	1.0000	HIGH	dom	0
A0A2I3BR64	molecular_function	GO:0005488	0.5015	MEDIUM	dom	0
A0A2I3BR64	molecular_function	GO:0005515	0.4537	MEDIUM	dom	0
A0A2I3BR81	molecular_function	GO:0005488	0.4437	LOW	dom	0
A0A2I3BR81	molecular_function	GO:0003824	0.4369	LOW	dom	0
A0A2I3BR81	molecular_function	GO:0008253	0.4000	LOW	dom	0
A0A2I3BR81	molecular_function	GO:0005515	0.3311	LOW	dom	0
A0A2I3BRN4	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A2I3BRN4	molecular_function	GO:0004984	1.0000	HIGH	dom	0
A0A2I3BRN4	molecular_function	GO:0005488	0.5015	MEDIUM	dom	0
A0A2I3BRN4	molecular_function	GO:0005515	0.4537	MEDIUM	dom	0
A0A2I3BRV4	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A2I3BRV4	molecular_function	GO:0004984	1.0000	HIGH	dom	0
A0A2I3BRV4	molecular_function	GO:0005488	0.5015	MEDIUM	dom	0
A0A2I3BRV4	molecular_function	GO:0005515	0.4537	MEDIUM	dom	0
A0A2I3BRX0	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A2I3BRX0	molecular_function	GO:0004984	1.0000	HIGH	dom	0
A0A2I3BRX0	molecular_function	GO:0005488	0.5015	MEDIUM	dom	0
A0A2I3BRX0	molecular_function	GO:0005515	0.4537	MEDIUM	dom	0
A0A2I3BS13	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A2I3BS13	molecular_function	GO:0004984	1.0000	HIGH	dom	0
A0A2I3BS13	molecular_function	GO:0005488	0.5015	MEDIUM	dom	0
A0A2I3BS13	molecular_function	GO:0005515	0.4537	MEDIUM	dom	0
A0A2R8Y4L6	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A2R8Y4L6	molecular_function	GO:0004984	1.0000	HIGH	dom	0
A0A2R8Y4L6	molecular_function	GO:0005488	0.5015	MEDIUM	dom	0
A0A2R8Y4L6	molecular_function	GO:0005515	0.4537	MEDIUM	dom	0
A0A2R8YCY7	molecular_function	GO:0005488	0.8542	HIGH	dom	0
A0A2R8YCY7	molecular_function	GO:0005515	0.8229	HIGH	dom	0
A0A2R8YCY7	molecular_function	GO:0038023	0.3646	LOW	dom	0
A0A2R8YCY7	molecular_function	GO:0004888	0.3021	LOW	dom	0
A0A2R8YFL7	molecular_function	GO:0005515	0.6723	MEDIUM	seq+struct+dom	0
A0A385XJE6	molecular_function	GO:0003677	1.0000	HIGH	dom	0
A0A385XJE6	molecular_function	GO:0004803	1.0000	HIGH	dom	0
A0A3B2WB67	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A3B2WB67	molecular_function	GO:0038022	0.7143	HIGH	dom	0
A0A3B2WB67	molecular_function	GO:0005488	0.5957	MEDIUM	dom	0
A0A3B2WB67	molecular_function	GO:0005515	0.5745	MEDIUM	dom	0
A0A3B2WB67	molecular_function	GO:0008066	0.5000	MEDIUM	dom	0
A0A3B2WCY4	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A3B2WCY4	molecular_function	GO:0038022	0.7143	HIGH	dom	0
A0A3B2WCY4	molecular_function	GO:0005488	0.5957	MEDIUM	dom	0
A0A3B2WCY4	molecular_function	GO:0005515	0.5745	MEDIUM	dom	0
A0A3B2WCY4	molecular_function	GO:0008066	0.5000	MEDIUM	dom	0
A0A3B2WD42	molecular_function	GO:0031681	1.0000	HIGH	dom	0
A0A3B3IRV3	molecular_function	GO:0000339	0.9500	HIGH	seq+struct+dom	0
A0A3B3IRV3	molecular_function	GO:0003743	0.9500	HIGH	seq+struct+dom	0
A0A3B3IRV3	molecular_function	GO:0005515	0.9500	HIGH	seq+struct+dom	0
A0A3B3IRV3	molecular_function	GO:0043024	0.9500	HIGH	seq+struct+dom	0
A0A3B3IT45	molecular_function	GO:0004930	1.0000	HIGH	seq+struct+dom	0
A0A3B3IT45	molecular_function	GO:0004984	1.0000	HIGH	seq+struct+dom	0
A0A3B3IT45	molecular_function	GO:0005488	0.6640	MEDIUM	seq+struct+dom	0
A0A3B3IT45	molecular_function	GO:0005515	0.6318	MEDIUM	seq+struct+dom	0
A0A3B3IT45	molecular_function	GO:0003707	0.5413	MEDIUM	seq+struct+dom	0
A0A3B3IU63	molecular_function	GO:0003677	1.0000	HIGH	seq+struct+dom	0
A0A3B3IU63	molecular_function	GO:0030527	1.0000	HIGH	seq+struct+dom	0
A0A3B3IU63	molecular_function	GO:0046982	1.0000	HIGH	dom	0
A0A3B3IU63	molecular_function	GO:0003682	0.5428	MEDIUM	seq+struct+dom	0
A0A3B3IU63	molecular_function	GO:0031490	0.5013	MEDIUM	seq+struct+dom	0
A0A3Q4EGJ1	molecular_function	GO:0005488	0.8542	HIGH	dom	0
A0A3Q4EGJ1	molecular_function	GO:0005515	0.8229	HIGH	dom	0
A0A3Q4EGJ1	molecular_function	GO:0038023	0.3646	LOW	dom	0
A0A3Q4EGJ1	molecular_function	GO:0004888	0.3021	LOW	dom	0
A0A494B9T5	molecular_function	GO:0016503	1.0000	HIGH	dom	0
A0A494B9T5	molecular_function	GO:0005488	0.4842	MEDIUM	dom	0
A0A494B9T5	molecular_function	GO:0005515	0.4384	LOW	dom	0
A0A494BA35	molecular_function	GO:0016503	1.0000	HIGH	dom	0
A0A494BA35	molecular_function	GO:0005488	0.4842	MEDIUM	dom	0
A0A494BA35	molecular_function	GO:0005515	0.4384	LOW	dom	0
A0A494C1R9	molecular_function	GO:0005515	0.9710	HIGH	seq+struct+dom	0
A0A494C1R9	molecular_function	GO:0003682	0.3400	LOW	seq+struct+dom	0
A0A494C1R9	molecular_function	GO:0042393	0.3380	LOW	seq+struct+dom	0
A0A4D6K1E7	molecular_function	GO:0004252	1.0000	HIGH	seq+struct+dom	0
A0A4D6K1E7	molecular_function	GO:0005488	0.5853	MEDIUM	seq+struct+dom	0
A0A4D6K1E7	molecular_function	GO:0005515	0.5689	MEDIUM	seq+struct+dom	0
A0A4D6K1E7	molecular_function	GO:0036094	0.4133	LOW	seq+struct+dom	0
A0A4D6K1E7	molecular_function	GO:0005509	0.3877	LOW	seq+struct+dom	0
A0A4D6K4B0	molecular_function	GO:0046872	1.0000	HIGH	seq+dom	0
A0A4D6K4B0	molecular_function	GO:0005515	0.9302	HIGH	seq+struct+dom	0
A0A4D6K4B0	molecular_function	GO:0019787	0.8585	HIGH	seq+struct+dom	0
A0A4D6K4B0	molecular_function	GO:0004842	0.8456	HIGH	seq+struct+dom	0
A0A4D6K4B0	molecular_function	GO:0061630	0.7813	HIGH	seq+struct+dom	0
A0A571BD55	molecular_function	GO:0005515	1.0000	HIGH	dom	0
A0A571BDE3	molecular_function	GO:0140566	0.8571	HIGH	dom	0
A0A571BDE3	molecular_function	GO:0005515	0.7143	HIGH	dom	0
A0A571BDE3	molecular_function	GO:0140002	0.7143	HIGH	dom	0
A0A571BEE7	molecular_function	GO:0005515	0.8000	HIGH	dom	0
A0A571BEG0	molecular_function	GO:0005488	0.6810	MEDIUM	dom	0
A0A571BEG0	molecular_function	GO:0005515	0.6438	MEDIUM	dom	0
A0A571BG86	molecular_function	GO:0005515	1.0000	HIGH	dom	0
A0A571BGB0	molecular_function	GO:0140566	0.8571	HIGH	dom	0
A0A571BGB0	molecular_function	GO:0005515	0.7143	HIGH	dom	0
A0A571BGB0	molecular_function	GO:0140002	0.7143	HIGH	dom	0
A0A571BGF1	molecular_function	GO:0005488	0.7875	HIGH	dom	0
A0A571BGF1	molecular_function	GO:0005515	0.7125	HIGH	dom	0
A0A584	molecular_function	GO:0005515	0.8062	HIGH	seq+struct+dom	0
A0A584	molecular_function	GO:0042802	0.4774	MEDIUM	seq+struct+dom	0
A0A589	molecular_function	GO:0005488	0.6880	MEDIUM	dom	0
A0A589	molecular_function	GO:0005515	0.6720	MEDIUM	dom	0
A0A599	molecular_function	GO:0005488	0.7823	HIGH	seq+struct+dom	0
A0A599	molecular_function	GO:0005515	0.7711	HIGH	seq+struct+dom	0
A0A599	molecular_function	GO:0042802	0.3828	LOW	seq+struct+dom	0
A0A5A2	molecular_function	GO:0005488	0.6880	MEDIUM	struct+dom	0
A0A5A2	molecular_function	GO:0005515	0.6720	MEDIUM	struct+dom	0
A0A5B0	molecular_function	GO:0005488	0.7729	HIGH	seq+struct+dom	0
A0A5B0	molecular_function	GO:0005515	0.7612	HIGH	seq+struct+dom	0
A0A5F8MPL8	molecular_function	GO:0005488	0.5294	MEDIUM	dom	0
A0A5F8MPL8	molecular_function	GO:0005515	0.5000	MEDIUM	dom	0
A0A5F9Z9Y6	molecular_function	GO:0005515	1.0000	HIGH	seq+struct+dom	0
A0A5F9Z9Y6	molecular_function	GO:0060090	0.8290	HIGH	seq+struct+dom	0
A0A5F9Z9Y6	molecular_function	GO:0004888	0.4430	LOW	seq+struct+dom	0
A0A5F9Z9Y6	molecular_function	GO:0003823	0.4280	LOW	seq+struct+dom	0
A0A5F9Z9Y6	molecular_function	GO:0038064	0.3380	LOW	seq+struct+dom	0
A0A668KLT6	molecular_function	GO:0004930	1.0000	HIGH	dom	0
A0A668KLT6	molecular_function	GO:0005488	0.5015	MEDIUM	dom	0
A0A668KLT6	molecular_function	GO:0005515	0.4537	MEDIUM	dom	0
A0A6H2EDQ6	molecular_function	GO:0005515	1.0000	HIGH	dom	0
A0A6H2EDQ6	molecular_function	GO:0042393	0.5000	MEDIUM	dom	0
A0A6H2EEF7	molecular_function	GO:0070008	1.0000	HIGH	seq+struct+dom	0
A0A6H2EEF7	molecular_function	GO:0005488	0.4802	MEDIUM	seq+struct+dom	0
A0A6H2EEF7	molecular_function	GO:0005515	0.4692	MEDIUM	seq+struct+dom	0
A0A6H2EEF7	molecular_function	GO:0016788	0.4267	LOW	struct+dom	0
A0A6H2EEF7	molecular_function	GO:0004180	0.4093	LOW	seq+struct+dom	0
A0A6I8MX03	molecular_function	GO:0019787	0.8737	HIGH	dom	0
A0A6I8MX03	molecular_function	GO:0004842	0.7579	HIGH	dom	0
A0A6I8MX03	molecular_function	GO:0005515	0.7244	HIGH	dom	0
A0A6I8MX03	molecular_function	GO:0061650	0.5158	MEDIUM	dom	0
A0A6I8MX03	molecular_function	GO:0061631	0.4421	LOW	dom	0
A0A6M3Q724	molecular_function	GO:0022857	0.8339	HIGH	seq+struct+dom	0
A0A6M3Q724	molecular_function	GO:0005310	0.6440	MEDIUM	seq+struct+dom	0
A0A6M3Q724	molecular_function	GO:0015291	0.5728	MEDIUM	seq+struct+dom	0
A0A6M3Q724	molecular_function	GO:0005488	0.5308	MEDIUM	seq+struct+dom	0
A0A6M3Q724	molecular_function	GO:0005515	0.5062	MEDIUM	seq+struct+dom	0
A0A6M3QGH5	molecular_function	GO:0048531	0.5714	MEDIUM	struct+dom	0
A0A6M3QGH5	molecular_function	GO:0005515	0.4286	LOW	struct+dom	0
A0A991ENX4	molecular_function	GO:0005198	1.0000	HIGH	dom	0
A0A991ENX4	molecular_function	GO:0005515	0.7442	HIGH	dom	0
A0A9F2IDH0	molecular_function	GO:0005515	1.0000	HIGH	dom	0
A0A9F2IDH0	molecular_function	GO:0003824	0.4194	LOW	dom	0
A0A9L6KDU4	molecular_function	GO:0005488	0.6707	MEDIUM	dom	0
A0A9L6KDU4	molecular_function	GO:0005515	0.6351	MEDIUM	dom	0
A0A9L6KDU4	molecular_function	GO:0015075	0.4324	LOW	dom	0
A0A9L6KDU4	molecular_function	GO:0008324	0.4054	LOW	dom	0
A0A9L6KDU4	molecular_function	GO:0005216	0.3784	LOW	dom	0
A0AA74KT47	molecular_function	GO:0005488	0.7875	HIGH	dom	0
A0AA74KT47	molecular_function	GO:0005515	0.7125	HIGH	dom	0
A0AAA9WUS9	molecular_function	GO:0005509	1.0000	HIGH	dom	0
A0AAA9WUS9	molecular_function	GO:0005515	0.7429	HIGH	dom	0
A0AAA9WUS9	molecular_function	GO:0042802	0.4571	MEDIUM	dom	0
A0AAG1F751	molecular_function	GO:0005515	0.6250	MEDIUM	dom	0
A0AAG1F751	molecular_function	GO:1990756	0.4286	LOW	dom	0
A0AAG1GI25	molecular_function	GO:0005515	0.6250	MEDIUM	dom	0
A0AAG1GI25	molecular_function	GO:1990756	0.4286	LOW	dom	0
A0AAG1GJS6	molecular_function	GO:0005515	0.6250	MEDIUM	dom	0
A0AAG1GJS6	molecular_function	GO:1990756	0.4286	LOW	dom	0
A0AAG1GJX7	molecular_function	GO:0004609	1.0000	HIGH	dom	0
A0AAG1GKN4	molecular_function	GO:0005515	0.6250	MEDIUM	dom	0
A0AAG1GKN4	molecular_function	GO:1990756	0.4286	LOW	dom	0
A0AAG1GLY0	molecular_function	GO:0005515	0.6250	MEDIUM	dom	0
A0AAG1GLY0	molecular_function	GO:1990756	0.4286	LOW	dom	0
A0AAG1GNH3	molecular_function	GO:0005515	0.6250	MEDIUM	dom	0
A0AAG1GNH3	molecular_function	GO:1990756	0.4286	LOW	dom	0
A0AAG2SVT6	molecular_function	GO:0005488	0.6880	MEDIUM	dom	0
A0AAG2SVT6	molecular_function	GO:0005515	0.6720	MEDIUM	dom	0
A0AAG2SXN7	molecular_function	GO:0004657	0.9980	HIGH	seq+struct+dom	0
A0AAG2SXN7	molecular_function	GO:0071949	0.9980	HIGH	seq+struct+dom	0
A0AAG2TTP8	molecular_function	GO:0003735	1.0000	HIGH	dom	0
A0AAG2TTP8	molecular_function	GO:0005488	0.4444	LOW	dom	0
A0AAG2TTP8	molecular_function	GO:0003723	0.3333	LOW	dom	0
A0AAG2TTP8	molecular_function	GO:0005515	0.3333	LOW	dom	0
A0AAQ4VMQ6	molecular_function	GO:0005216	1.0000	HIGH	dom	0
A0AAQ4VMQ6	molecular_function	GO:0015385	1.0000	HIGH	dom	0
A0AAQ4VMQ6	molecular_function	GO:0005515	0.7200	HIGH	dom	0
A0AAQ4VMQ6	molecular_function	GO:0005261	0.6864	MEDIUM	dom	0
A0AAQ4VMQ6	molecular_function	GO:0022836	0.5600	MEDIUM	dom	0
A0AAQ5BHU3	molecular_function	GO:0003676	1.0000	HIGH	struct+dom	0
A0AAQ5BHU3	molecular_function	GO:0003964	1.0000	HIGH	struct+dom	0
A0AAQ5BHU3	molecular_function	GO:0004523	1.0000	HIGH	dom	0
A0AAQ5BHU3	molecular_function	GO:0005198	1.0000	HIGH	dom	0
A0AAQ5BHU3	molecular_function	GO:0008270	1.0000	HIGH	dom	0
A0ABA7IW49	molecular_function	GO:0005488	1.0000	HIGH	dom	0
A0ABA7IW49	molecular_function	GO:0003723	0.6667	MEDIUM	dom	0
A0ABA7IW49	molecular_function	GO:0005515	0.6667	MEDIUM	dom	0
A0ABA7IW49	molecular_function	GO:0000287	0.3333	LOW	dom	0
A0ABA7IW49	molecular_function	GO:0005524	0.3333	LOW	dom	0
A0ABA7IXB7	molecular_function	GO:0005515	0.3333	LOW	dom	0
A0ABA7IXD1	molecular_function	GO:0140566	0.8571	HIGH	dom	0
A0ABA7IXD1	molecular_function	GO:0005515	0.7143	HIGH	dom	0
A0ABA7IXD1	molecular_function	GO:0140002	0.7143	HIGH	dom	0
A0ABA7IXD4	molecular_function	GO:0140566	0.8571	HIGH	dom	0
A0ABA7IXD4	molecular_function	GO:0005515	0.7143	HIGH	dom	0
A0ABA7IXD4	molecular_function	GO:0140002	0.7143	HIGH	dom	0
A0ABA7IXD7	molecular_function	GO:0140566	0.8571	HIGH	dom	0
A0ABA7IXD7	molecular_function	GO:0005515	0.7143	HIGH	dom	0
A0ABA7IXD7	molecular_function	GO:0140002	0.7143	HIGH	dom	0
A0ABA7IXE6	molecular_function	GO:0005198	1.0000	HIGH	dom	0
A0ABA7IXE6	molecular_function	GO:0005515	0.7674	HIGH	dom	0
A0ABA7IXF0	molecular_function	GO:0005488	1.0000	HIGH	dom	0
A0ABA7IXF0	molecular_function	GO:0005515	0.9412	HIGH	dom	0
A0ABA7IXF7	molecular_function	GO:0005515	0.9091	HIGH	dom	0
A0ABA7IXG5	molecular_function	GO:0005515	0.6582	MEDIUM	dom	0
A0ABA7IXG5	molecular_function	GO:0004674	0.3038	LOW	dom	0
A0ABA7IXG5	molecular_function	GO:0038023	0.3038	LOW	dom	0
A0ABB0MV19	molecular_function	GO:0003735	1.0000	HIGH	dom	0
A0ABB0MV19	molecular_function	GO:0005412	1.0000	HIGH	seq+struct+dom	0
A0ABB0MV19	molecular_function	GO:0019843	1.0000	HIGH	dom	0
A0ABB0MV19	molecular_function	GO:0005515	0.7210	HIGH	seq+struct+dom	0
A0ABB0MV19	molecular_function	GO:0005362	0.5997	MEDIUM	seq+struct+dom	0
A0JPW5	molecular_function	GO:0046872	1.0000	HIGH	dom	0
A0JPW5	molecular_function	GO:0005515	0.3704	LOW	dom	0
A0MDQ1	molecular_function	GO:0005515	0.6667	MEDIUM	dom	0
A0MDQ1	molecular_function	GO:0097163	0.6667	MEDIUM	dom	0
A0MDQ1	molecular_function	GO:0003824	0.4706	MEDIUM	dom	0
A0MDQ1	molecular_function	GO:0031386	0.3333	LOW	dom	0
A0MDQ1	molecular_function	GO:0042803	0.3333	LOW	dom	0
A0MFS9	molecular_function	GO:0005215	0.8500	HIGH	dom	0
A0MFS9	molecular_function	GO:0005216	0.7000	HIGH	dom	0
A0MFS9	molecular_function	GO:0005254	0.6500	MEDIUM	dom	0
A0MFS9	molecular_function	GO:0005229	0.6000	MEDIUM	dom	0
A0MFS9	molecular_function	GO:0005261	0.3500	LOW	dom	0
A0N8I8	molecular_function	GO:0005488	0.7223	HIGH	dom	0
A0N8I8	molecular_function	GO:0005515	0.7121	HIGH	dom	0
A0PJN4	molecular_function	GO:0019787	0.7578	HIGH	dom	0
A0PJN4	molecular_function	GO:0005515	0.7244	HIGH	dom	0
A0PJN4	molecular_function	GO:0004842	0.6719	MEDIUM	dom	0
A0PJN4	molecular_function	GO:0061650	0.4531	MEDIUM	dom	0
A0PJN4	molecular_function	GO:0061631	0.3984	LOW	dom	0
A0PJX2	molecular_function	GO:0005515	0.4615	MEDIUM	dom	0
A0PJX2	molecular_function	GO:0005096	0.3723	LOW	seq+struct+dom	0
A0ZSE6	molecular_function	GO:0005515	0.7000	HIGH	dom	0
A0ZSE6	molecular_function	GO:0015247	0.4000	LOW	dom	0
A1A535	molecular_function	GO:0005488	0.7838	HIGH	dom	0
A1A535	molecular_function	GO:0005515	0.7445	HIGH	dom	0
A1IGU4	molecular_function	GO:0005085	1.0000	HIGH	dom	0
A1IGU4	molecular_function	GO:0005515	1.0000	HIGH	dom	0
A1IGU4	molecular_function	GO:0005096	0.3333	LOW	dom	0
A1L0T3	molecular_function	GO:0005488	0.5429	MEDIUM	dom	0
A1L0T3	molecular_function	GO:0005515	0.5143	MEDIUM	dom	0
A1L0T3	molecular_function	GO:0140096	0.4000	LOW	dom	0
A1L157	molecular_function	GO:0005515	0.8488	HIGH	seq+struct+dom	0
A1L157	molecular_function	GO:0019899	0.4282	LOW	seq+struct+dom	0
A1L157	molecular_function	GO:0005102	0.4206	LOW	seq+struct+dom	0
A1L157	molecular_function	GO:0005178	0.4080	LOW	seq+struct+dom	0
A1L157	molecular_function	GO:0003823	0.3450	LOW	seq+struct	0
A1Z6H6	molecular_function	GO:0004222	1.0000	HIGH	seq+struct+dom	0
A1Z6H6	molecular_function	GO:0005488	0.7229	HIGH	seq+struct+dom	0
A1Z6H6	molecular_function	GO:0005515	0.6843	MEDIUM	seq+struct+dom	0
A1Z6K7	molecular_function	GO:0003743	1.0000	HIGH	seq+struct+dom	0
A1Z6K7	molecular_function	GO:0008233	1.0000	HIGH	seq+struct+dom	0
A1Z6K7	molecular_function	GO:0031369	1.0000	HIGH	dom	0
A1Z6K7	molecular_function	GO:0101005	0.8160	HIGH	seq+struct+dom	0
A1Z6K7	molecular_function	GO:0140492	0.6320	MEDIUM	seq+struct+dom	0
A1Z6Q3	molecular_function	GO:0016747	1.0000	HIGH	dom	0
A1Z6R3	molecular_function	GO:0004867	1.0000	HIGH	dom	0
A1Z6R3	molecular_function	GO:0005488	0.5429	MEDIUM	dom	0
A1Z6R3	molecular_function	GO:0005515	0.5143	MEDIUM	dom	0
A1Z6R7	molecular_function	GO:0003924	1.0000	HIGH	seq+struct+dom	0
A1Z6R7	molecular_function	GO:0005525	1.0000	HIGH	seq+struct+dom	0
A1Z6R7	molecular_function	GO:0005515	0.8747	HIGH	seq+struct+dom	0
A1Z6R7	molecular_function	GO:0098772	0.4717	MEDIUM	seq+struct+dom	0
A1Z6R7	molecular_function	GO:0003925	0.4472	LOW	seq+struct+dom	0
A1Z6U3	molecular_function	GO:0005515	0.7974	HIGH	seq+struct+dom	0
